key;geo;thema;subthema;prop
GF1007;Greece;Social protection;Social exclusion n.e.c.;6
GF1008;Greece;Social protection;R&D Social protection;0
GF1009;Greece;Social protection;Social protection n.e.c.;0
GF0101;Hungary;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;40
GF0102;Hungary;General public services;Foreign economic aid;0
GF0103;Hungary;General public services;General services;13
GF0104;Hungary;General public services;Basic research;4
GF0105;Hungary;General public services;R&D General public services;0
GF0106;Hungary;General public services;General public services n.e.c.;1
GF0107;Hungary;General public services;Public debt transactions;24
GF0108;Hungary;General public services;Transfers of a general character between different levels of government;0
GF0201;Hungary;Defence;Military defence;11
GF0202;Hungary;Defence;Civil defence;0
GF0203;Hungary;Defence;Foreign military aid;0
GF0204;Hungary;Defence;R&D Defence;0
GF0205;Hungary;Defence;Defence n.e.c.;0
GF0301;Hungary;Public order and safety;Police services;12
GF0302;Hungary;Public order and safety;Fire-protection services;2
GF0303;Hungary;Public order and safety;Law courts;4
GF0304;Hungary;Public order and safety;Prisons;3
GF0305;Hungary;Public order and safety;R&D Public order and safety;0
GF0306;Hungary;Public order and safety;Public order and safety n.e.c.;0
GF0401;Hungary;Economic affairs;General economic, commercial and labour affairs;24
GF0402;Hungary;Economic affairs;Agriculture, forestry, fishing and hunting;6
GF0403;Hungary;Economic affairs;Fuel and energy;4
GF0404;Hungary;Economic affairs;Mining, manufacturing and construction;4
GF0405;Hungary;Economic affairs;Transport;46
GF0406;Hungary;Economic affairs;Communication;0
GF0407;Hungary;Economic affairs;Other industries;8
GF0408;Hungary;Economic affairs;R&D Economic affairs;3
GF0409;Hungary;Economic affairs;Economic affairs n.e.c.;0
GF0501;Hungary;Environmental protection;Waste management;4
GF0502;Hungary;Environmental protection;Waste water management;2
GF0503;Hungary;Environmental protection;Pollution abatement;0
GF0504;Hungary;Environmental protection;Protection of biodiversity and landscape;1
GF0505;Hungary;Environmental protection;R&D Environmental protection;0
GF0506;Hungary;Environmental protection;Environmental protection n.e.c.;0
GF0601;Hungary;Housing and community amenities;Housing development;2
GF0602;Hungary;Housing and community amenities;Community development;2
GF0603;Hungary;Housing and community amenities;Water supply;1
GF0604;Hungary;Housing and community amenities;Street lighting;1
GF0605;Hungary;Housing and community amenities;R&D Housing and community amenities;0
GF0606;Hungary;Housing and community amenities;Housing and community amenities n.e.c.;4
GF0701;Hungary;Health;Medical products, appliances and equipment;8
GF0702;Hungary;Health;Outpatient services;14
GF0703;Hungary;Health;Hospital services;35
GF0704;Hungary;Health;Public health services;3
GF0705;Hungary;Health;R&D Health;0
GF0706;Hungary;Health;Health n.e.c.;3
GF0801;Hungary;Recreation, culture and religion;Recreational and sporting services;13
GF0802;Hungary;Recreation, culture and religion;Cultural services;13
GF0803;Hungary;Recreation, culture and religion;Broadcasting and publishing services;4
GF0804;Hungary;Recreation, culture and religion;Religious and other community services;7
GF0805;Hungary;Recreation, culture and religion;R&D Recreation, culture and religion;0
GF0806;Hungary;Recreation, culture and religion;Recreation, culture and religion n.e.c.;3
GF0901;Hungary;Education;Pre-primary and primary education;12
GF0902;Hungary;Education;Secondary education;18
GF0903;Hungary;Education;Post-secondary non-tertiary education;0
GF0904;Hungary;Education;Tertiary education;10
GF0905;Hungary;Education;Education not definable by level;1
GF0906;Hungary;Education;Subsidiary services to education;5
GF0907;Hungary;Education;R&D Education;0
GF0908;Hungary;Education;Education n.e.c.;2
GF1001;Hungary;Social protection;Sickness and disability;23
GF1002;Hungary;Social protection;Old age;65
GF1003;Hungary;Social protection;Survivors;8
GF1004;Hungary;Social protection;Family and children;24
GF1005;Hungary;Social protection;Unemployment;4
GF1006;Hungary;Social protection;Housing;1
GF1007;Hungary;Social protection;Social exclusion n.e.c.;9
GF1008;Hungary;Social protection;R&D Social protection;0
GF1009;Hungary;Social protection;Social protection n.e.c.;2
GF0101;Iceland;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;14
GF0102;Iceland;General public services;Foreign economic aid;2
GF0103;Iceland;General public services;General services;13
GF0104;Iceland;General public services;Basic research;1
GF0105;Iceland;General public services;R&D General public services;0
GF0106;Iceland;General public services;General public services n.e.c.;4
GF0107;Iceland;General public services;Public debt transactions;42
GF0108;Iceland;General public services;Transfers of a general character between different levels of government;0
GF0201;Iceland;Defence;Military defence;0
GF0202;Iceland;Defence;Civil defence;1
GF0203;Iceland;Defence;Foreign military aid;0
GF0204;Iceland;Defence;R&D Defence;0
GF0205;Iceland;Defence;Defence n.e.c.;0
GF0301;Iceland;Public order and safety;Police services;9
GF0302;Iceland;Public order and safety;Fire-protection services;1
GF0303;Iceland;Public order and safety;Law courts;2
GF0304;Iceland;Public order and safety;Prisons;1
GF0305;Iceland;Public order and safety;R&D Public order and safety;0
GF0306;Iceland;Public order and safety;Public order and safety n.e.c.;3
GF0401;Iceland;Economic affairs;General economic, commercial and labour affairs;14
GF0402;Iceland;Economic affairs;Agriculture, forestry, fishing and hunting;7
GF0403;Iceland;Economic affairs;Fuel and energy;2
GF0404;Iceland;Economic affairs;Mining, manufacturing and construction;0
GF0405;Iceland;Economic affairs;Transport;29
GF0406;Iceland;Economic affairs;Communication;0
GF0407;Iceland;Economic affairs;Other industries;2
GF0408;Iceland;Economic affairs;R&D Economic affairs;4
GF0409;Iceland;Economic affairs;Economic affairs n.e.c.;4
GF0501;Iceland;Environmental protection;Waste management;5
GF0502;Iceland;Environmental protection;Waste water management;0
GF0503;Iceland;Environmental protection;Pollution abatement;0
GF0504;Iceland;Environmental protection;Protection of biodiversity and landscape;2
GF0505;Iceland;Environmental protection;R&D Environmental protection;0
GF0506;Iceland;Environmental protection;Environmental protection n.e.c.;1
GF0601;Iceland;Housing and community amenities;Housing development;2
GF0602;Iceland;Housing and community amenities;Community development;4
GF0603;Iceland;Housing and community amenities;Water supply;0
GF0604;Iceland;Housing and community amenities;Street lighting;1
GF0605;Iceland;Housing and community amenities;R&D Housing and community amenities;0
GF0606;Iceland;Housing and community amenities;Housing and community amenities n.e.c.;0
GF0701;Iceland;Health;Medical products, appliances and equipment;6
GF0702;Iceland;Health;Outpatient services;19
GF0703;Iceland;Health;Hospital services;57
GF0704;Iceland;Health;Public health services;0
GF0705;Iceland;Health;R&D Health;0
GF0706;Iceland;Health;Health n.e.c.;2
GF0801;Iceland;Recreation, culture and religion;Recreational and sporting services;17
GF0802;Iceland;Recreation, culture and religion;Cultural services;12
GF0803;Iceland;Recreation, culture and religion;Broadcasting and publishing services;2
GF0804;Iceland;Recreation, culture and religion;Religious and other community services;3
GF0805;Iceland;Recreation, culture and religion;R&D Recreation, culture and religion;0
GF0806;Iceland;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0
GF0901;Iceland;Education;Pre-primary and primary education;35
GF0902;Iceland;Education;Secondary education;24
GF0903;Iceland;Education;Post-secondary non-tertiary education;0
GF0904;Iceland;Education;Tertiary education;14
GF0905;Iceland;Education;Education not definable by level;1
GF0906;Iceland;Education;Subsidiary services to education;2
GF0907;Iceland;Education;R&D Education;0
GF0908;Iceland;Education;Education n.e.c.;1
GF1001;Iceland;Social protection;Sickness and disability;35
GF1002;Iceland;Social protection;Old age;34
GF1003;Iceland;Social protection;Survivors;0
GF1004;Iceland;Social protection;Family and children;26
GF1005;Iceland;Social protection;Unemployment;28
GF1006;Iceland;Social protection;Housing;4
GF1007;Iceland;Social protection;Social exclusion n.e.c.;7
GF1008;Iceland;Social protection;R&D Social protection;0
GF1009;Iceland;Social protection;Social protection n.e.c.;5
GF0101;Ireland;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;8
GF0102;Ireland;General public services;Foreign economic aid;2
GF0103;Ireland;General public services;General services;2
GF0104;Ireland;General public services;Basic research;1
GF0105;Ireland;General public services;R&D General public services;0
GF0106;Ireland;General public services;General public services n.e.c.;0
GF0107;Ireland;General public services;Public debt transactions;10
GF0108;Ireland;General public services;Transfers of a general character between different levels of government;0
GF0201;Ireland;Defence;Military defence;2
GF0202;Ireland;Defence;Civil defence;0
GF0203;Ireland;Defence;Foreign military aid;0
GF0204;Ireland;Defence;R&D Defence;0
GF0205;Ireland;Defence;Defence n.e.c.;0
GF0301;Ireland;Public order and safety;Police services;5
GF0302;Ireland;Public order and safety;Fire-protection services;1
GF0303;Ireland;Public order and safety;Law courts;2
GF0304;Ireland;Public order and safety;Prisons;1
GF0305;Ireland;Public order and safety;R&D Public order and safety;0
GF0306;Ireland;Public order and safety;Public order and safety n.e.c.;1
GF0401;Ireland;Economic affairs;General economic, commercial and labour affairs;16
GF0402;Ireland;Economic affairs;Agriculture, forestry, fishing and hunting;3
GF0403;Ireland;Economic affairs;Fuel and energy;1
GF0404;Ireland;Economic affairs;Mining, manufacturing and construction;0
GF0405;Ireland;Economic affairs;Transport;11
GF0406;Ireland;Economic affairs;Communication;0
GF0407;Ireland;Economic affairs;Other industries;1
GF0408;Ireland;Economic affairs;R&D Economic affairs;2
GF0409;Ireland;Economic affairs;Economic affairs n.e.c.;1
GF0501;Ireland;Environmental protection;Waste management;0
GF0502;Ireland;Environmental protection;Waste water management;2
GF0503;Ireland;Environmental protection;Pollution abatement;0
GF0504;Ireland;Environmental protection;Protection of biodiversity and landscape;1
GF0505;Ireland;Environmental protection;R&D Environmental protection;0
GF0506;Ireland;Environmental protection;Environmental protection n.e.c.;0
GF0601;Ireland;Housing and community amenities;Housing development;2
GF0602;Ireland;Housing and community amenities;Community development;1
GF0603;Ireland;Housing and community amenities;Water supply;4
GF0604;Ireland;Housing and community amenities;Street lighting;0
GF0605;Ireland;Housing and community amenities;R&D Housing and community amenities;0
GF0606;Ireland;Housing and community amenities;Housing and community amenities n.e.c.;0
GF0701;Ireland;Health;Medical products, appliances and equipment;7
GF0702;Ireland;Health;Outpatient services;19
GF0703;Ireland;Health;Hospital services;21
GF0704;Ireland;Health;Public health services;5
GF0705;Ireland;Health;R&D Health;0
GF0706;Ireland;Health;Health n.e.c.;4
GF0801;Ireland;Recreation, culture and religion;Recreational and sporting services;1
GF0802;Ireland;Recreation, culture and religion;Cultural services;2
GF0803;Ireland;Recreation, culture and religion;Broadcasting and publishing services;2
GF0804;Ireland;Recreation, culture and religion;Religious and other community services;0
GF0805;Ireland;Recreation, culture and religion;R&D Recreation, culture and religion;0
GF0806;Ireland;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0
GF0901;Ireland;Education;Pre-primary and primary education;13
GF0902;Ireland;Education;Secondary education;12
GF0903;Ireland;Education;Post-secondary non-tertiary education;0
GF0904;Ireland;Education;Tertiary education;4
GF0905;Ireland;Education;Education not definable by level;1
GF0906;Ireland;Education;Subsidiary services to education;1
GF0907;Ireland;Education;R&D Education;0
GF0908;Ireland;Education;Education n.e.c.;0
GF1001;Ireland;Social protection;Sickness and disability;13
GF1002;Ireland;Social protection;Old age;39
GF1003;Ireland;Social protection;Survivors;5
GF1004;Ireland;Social protection;Family and children;12
GF1005;Ireland;Social protection;Unemployment;21
GF1006;Ireland;Social protection;Housing;9
GF1007;Ireland;Social protection;Social exclusion n.e.c.;1
GF1008;Ireland;Social protection;R&D Social protection;0
GF1009;Ireland;Social protection;Social protection n.e.c.;2
GF0101;Italy;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;33
GF0102;Italy;General public services;Foreign economic aid;1
GF0103;Italy;General public services;General services;9
GF0104;Italy;General public services;Basic research;5
GF0105;Italy;General public services;R&D General public services;0
GF0106;Italy;General public services;General public services n.e.c.;2
GF0107;Italy;General public services;Public debt transactions;37
GF0108;Italy;General public services;Transfers of a general character between different levels of government;0
GF0201;Italy;Defence;Military defence;13
GF0202;Italy;Defence;Civil defence;0
GF0203;Italy;Defence;Foreign military aid;1
GF0204;Italy;Defence;R&D Defence;0
GF0205;Italy;Defence;Defence n.e.c.;0
GF0301;Italy;Public order and safety;Police services;12
GF0302;Italy;Public order and safety;Fire-protection services;2
GF0303;Italy;Public order and safety;Law courts;3
GF0304;Italy;Public order and safety;Prisons;2
GF0305;Italy;Public order and safety;R&D Public order and safety;0
GF0306;Italy;Public order and safety;Public order and safety n.e.c.;0
GF0401;Italy;Economic affairs;General economic, commercial and labour affairs;4
GF0402;Italy;Economic affairs;Agriculture, forestry, fishing and hunting;3
GF0403;Italy;Economic affairs;Fuel and energy;7
GF0404;Italy;Economic affairs;Mining, manufacturing and construction;6
GF0405;Italy;Economic affairs;Transport;21
GF0406;Italy;Economic affairs;Communication;1
GF0407;Italy;Economic affairs;Other industries;5
GF0408;Italy;Economic affairs;R&D Economic affairs;6
GF0409;Italy;Economic affairs;Economic affairs n.e.c.;1
GF0501;Italy;Environmental protection;Waste management;6
GF0502;Italy;Environmental protection;Waste water management;0
GF0503;Italy;Environmental protection;Pollution abatement;0
GF0504;Italy;Environmental protection;Protection of biodiversity and landscape;1
GF0505;Italy;Environmental protection;R&D Environmental protection;1
GF0506;Italy;Environmental protection;Environmental protection n.e.c.;0
GF0601;Italy;Housing and community amenities;Housing development;1
GF0602;Italy;Housing and community amenities;Community development;2
GF0603;Italy;Housing and community amenities;Water supply;1
GF0604;Italy;Housing and community amenities;Street lighting;1
GF0605;Italy;Housing and community amenities;R&D Housing and community amenities;0
GF0606;Italy;Housing and community amenities;Housing and community amenities n.e.c.;0
GF0701;Italy;Health;Medical products, appliances and equipment;10
GF0702;Italy;Health;Outpatient services;29
GF0703;Italy;Health;Hospital services;32
GF0704;Italy;Health;Public health services;5
GF0705;Italy;Health;R&D Health;1
GF0706;Italy;Health;Health n.e.c.;2
GF0801;Italy;Recreation, culture and religion;Recreational and sporting services;3
GF0802;Italy;Recreation, culture and religion;Cultural services;3
GF0803;Italy;Recreation, culture and religion;Broadcasting and publishing services;2
GF0804;Italy;Recreation, culture and religion;Religious and other community services;1
GF0805;Italy;Recreation, culture and religion;R&D Recreation, culture and religion;0
GF0806;Italy;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0
GF0901;Italy;Education;Pre-primary and primary education;16
GF0902;Italy;Education;Secondary education;19
GF0903;Italy;Education;Post-secondary non-tertiary education;0
GF0904;Italy;Education;Tertiary education;3
GF0905;Italy;Education;Education not definable by level;0
GF0906;Italy;Education;Subsidiary services to education;2
GF0907;Italy;Education;R&D Education;0
GF0908;Italy;Education;Education n.e.c.;1
GF1001;Italy;Social protection;Sickness and disability;20
GF1002;Italy;Social protection;Old age;151
GF1003;Italy;Social protection;Survivors;28
GF1004;Italy;Social protection;Family and children;11
GF1005;Italy;Social protection;Unemployment;25
GF1006;Italy;Social protection;Housing;0
GF1007;Italy;Social protection;Social exclusion n.e.c.;15
GF1008;Italy;Social protection;R&D Social protection;0
GF1009;Italy;Social protection;Social protection n.e.c.;1
GF0101;Latvia;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;25
GF0102;Latvia;General public services;Foreign economic aid;0
GF0103;Latvia;General public services;General services;2
GF0104;Latvia;General public services;Basic research;4
GF0105;Latvia;General public services;R&D General public services;0
GF0106;Latvia;General public services;General public services n.e.c.;0
GF0107;Latvia;General public services;Public debt transactions;8
GF0108;Latvia;General public services;Transfers of a general character between different levels of government;0
GF0201;Latvia;Defence;Military defence;25
GF0202;Latvia;Defence;Civil defence;0
GF0203;Latvia;Defence;Foreign military aid;0
GF0204;Latvia;Defence;R&D Defence;0
GF0205;Latvia;Defence;Defence n.e.c.;1
GF0301;Latvia;Public order and safety;Police services;12
GF0302;Latvia;Public order and safety;Fire-protection services;2
GF0303;Latvia;Public order and safety;Law courts;5
GF0304;Latvia;Public order and safety;Prisons;2
GF0305;Latvia;Public order and safety;R&D Public order and safety;0
GF0306;Latvia;Public order and safety;Public order and safety n.e.c.;2
GF0401;Latvia;Economic affairs;General economic, commercial and labour affairs;7
GF0402;Latvia;Economic affairs;Agriculture, forestry, fishing and hunting;7
GF0403;Latvia;Economic affairs;Fuel and energy;7
GF0404;Latvia;Economic affairs;Mining, manufacturing and construction;1
GF0405;Latvia;Economic affairs;Transport;44
GF0406;Latvia;Economic affairs;Communication;0
GF0407;Latvia;Economic affairs;Other industries;1
GF0408;Latvia;Economic affairs;R&D Economic affairs;0
GF0409;Latvia;Economic affairs;Economic affairs n.e.c.;2
GF0501;Latvia;Environmental protection;Waste management;4
GF0502;Latvia;Environmental protection;Waste water management;0
GF0503;Latvia;Environmental protection;Pollution abatement;1
GF0504;Latvia;Environmental protection;Protection of biodiversity and landscape;0
GF0505;Latvia;Environmental protection;R&D Environmental protection;0
GF0506;Latvia;Environmental protection;Environmental protection n.e.c.;1
GF0601;Latvia;Housing and community amenities;Housing development;3
GF0602;Latvia;Housing and community amenities;Community development;4
GF0603;Latvia;Housing and community amenities;Water supply;2
GF0604;Latvia;Housing and community amenities;Street lighting;2
GF0605;Latvia;Housing and community amenities;R&D Housing and community amenities;0
GF0606;Latvia;Housing and community amenities;Housing and community amenities n.e.c.;1
GF0701;Latvia;Health;Medical products, appliances and equipment;7
GF0702;Latvia;Health;Outpatient services;11
GF0703;Latvia;Health;Hospital services;27
GF0704;Latvia;Health;Public health services;1
GF0705;Latvia;Health;R&D Health;0
GF0706;Latvia;Health;Health n.e.c.;2
GF0801;Latvia;Recreation, culture and religion;Recreational and sporting services;2
GF0802;Latvia;Recreation, culture and religion;Cultural services;9
GF0803;Latvia;Recreation, culture and religion;Broadcasting and publishing services;2
GF0804;Latvia;Recreation, culture and religion;Religious and other community services;0
GF0805;Latvia;Recreation, culture and religion;R&D Recreation, culture and religion;0
GF0806;Latvia;Recreation, culture and religion;Recreation, culture and religion n.e.c.;1
GF0901;Latvia;Education;Pre-primary and primary education;24
GF0902;Latvia;Education;Secondary education;14
GF0903;Latvia;Education;Post-secondary non-tertiary education;0
GF0904;Latvia;Education;Tertiary education;10
GF0905;Latvia;Education;Education not definable by level;5
GF0906;Latvia;Education;Subsidiary services to education;1
GF0907;Latvia;Education;R&D Education;1
GF0908;Latvia;Education;Education n.e.c.;5
GF1001;Latvia;Social protection;Sickness and disability;29
GF1002;Latvia;Social protection;Old age;77
GF1003;Latvia;Social protection;Survivors;2
GF1004;Latvia;Social protection;Family and children;13
GF1005;Latvia;Social protection;Unemployment;6
GF1006;Latvia;Social protection;Housing;1
GF1007;Latvia;Social protection;Social exclusion n.e.c.;4
GF1008;Latvia;Social protection;R&D Social protection;0
GF1009;Latvia;Social protection;Social protection n.e.c.;4
GF0101;Lithuania;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;18
GF0102;Lithuania;General public services;Foreign economic aid;0
GF0103;Lithuania;General public services;General services;5
GF0104;Lithuania;General public services;Basic research;4
GF0105;Lithuania;General public services;R&D General public services;#VALEUR!
GF0106;Lithuania;General public services;General public services n.e.c.;0
GF0107;Lithuania;General public services;Public debt transactions;8
GF0108;Lithuania;General public services;Transfers of a general character between different levels of government;0
GF0201;Lithuania;Defence;Military defence;19
GF0202;Lithuania;Defence;Civil defence;0
GF0203;Lithuania;Defence;Foreign military aid;0
GF0204;Lithuania;Defence;R&D Defence;0
GF0205;Lithuania;Defence;Defence n.e.c.;3
GF0301;Lithuania;Public order and safety;Police services;5
GF0302;Lithuania;Public order and safety;Fire-protection services;3
GF0303;Lithuania;Public order and safety;Law courts;3
GF0304;Lithuania;Public order and safety;Prisons;2
GF0305;Lithuania;Public order and safety;R&D Public order and safety;0
GF0306;Lithuania;Public order and safety;Public order and safety n.e.c.;3
GF0401;Lithuania;Economic affairs;General economic, commercial and labour affairs;26
GF0402;Lithuania;Economic affairs;Agriculture, forestry, fishing and hunting;6
GF0403;Lithuania;Economic affairs;Fuel and energy;2
GF0404;Lithuania;Economic affairs;Mining, manufacturing and construction;0
GF0405;Lithuania;Economic affairs;Transport;18
GF0406;Lithuania;Economic affairs;Communication;1
GF0407;Lithuania;Economic affairs;Other industries;1
GF0408;Lithuania;Economic affairs;R&D Economic affairs;0
GF0409;Lithuania;Economic affairs;Economic affairs n.e.c.;1
GF0501;Lithuania;Environmental protection;Waste management;2
GF0502;Lithuania;Environmental protection;Waste water management;0
GF0503;Lithuania;Environmental protection;Pollution abatement;1
GF0504;Lithuania;Environmental protection;Protection of biodiversity and landscape;0
GF0505;Lithuania;Environmental protection;R&D Environmental protection;0
GF0506;Lithuania;Environmental protection;Environmental protection n.e.c.;1
GF0601;Lithuania;Housing and community amenities;Housing development;1
GF0602;Lithuania;Housing and community amenities;Community development;4
GF0603;Lithuania;Housing and community amenities;Water supply;0
GF0604;Lithuania;Housing and community amenities;Street lighting;1
GF0605;Lithuania;Housing and community amenities;R&D Housing and community amenities;#VALEUR!
GF0606;Lithuania;Housing and community amenities;Housing and community amenities n.e.c.;1
GF0701;Lithuania;Health;Medical products, appliances and equipment;9
GF0702;Lithuania;Health;Outpatient services;18
GF0703;Lithuania;Health;Hospital services;26
GF0704;Lithuania;Health;Public health services;2
GF0705;Lithuania;Health;R&D Health;0
GF0706;Lithuania;Health;Health n.e.c.;5
GF0801;Lithuania;Recreation, culture and religion;Recreational and sporting services;3
GF0802;Lithuania;Recreation, culture and religion;Cultural services;9
GF0803;Lithuania;Recreation, culture and religion;Broadcasting and publishing services;1
GF0804;Lithuania;Recreation, culture and religion;Religious and other community services;0
GF0805;Lithuania;Recreation, culture and religion;R&D Recreation, culture and religion;#VALEUR!
GF0806;Lithuania;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0
GF0901;Lithuania;Education;Pre-primary and primary education;10
GF0902;Lithuania;Education;Secondary education;20
GF0903;Lithuania;Education;Post-secondary non-tertiary education;2
GF0904;Lithuania;Education;Tertiary education;8
GF0905;Lithuania;Education;Education not definable by level;4
GF0906;Lithuania;Education;Subsidiary services to education;0
GF0907;Lithuania;Education;R&D Education;2
GF0908;Lithuania;Education;Education n.e.c.;5
GF1001;Lithuania;Social protection;Sickness and disability;47
GF1002;Lithuania;Social protection;Old age;67
GF1003;Lithuania;Social protection;Survivors;3
GF1004;Lithuania;Social protection;Family and children;21
GF1005;Lithuania;Social protection;Unemployment;17
GF1006;Lithuania;Social protection;Housing;1
GF1007;Lithuania;Social protection;Social exclusion n.e.c.;4
GF1008;Lithuania;Social protection;R&D Social protection;0
GF1009;Lithuania;Social protection;Social protection n.e.c.;2
GF0101;Luxembourg;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;21
GF0102;Luxembourg;General public services;Foreign economic aid;5
GF0103;Luxembourg;General public services;General services;17
GF0104;Luxembourg;General public services;Basic research;5
GF0105;Luxembourg;General public services;R&D General public services;0
GF0106;Luxembourg;General public services;General public services n.e.c.;0
GF0107;Luxembourg;General public services;Public debt transactions;3
GF0108;Luxembourg;General public services;Transfers of a general character between different levels of government;0
GF0201;Luxembourg;Defence;Military defence;6
GF0202;Luxembourg;Defence;Civil defence;0
GF0203;Luxembourg;Defence;Foreign military aid;1
GF0204;Luxembourg;Defence;R&D Defence;0
GF0205;Luxembourg;Defence;Defence n.e.c.;0
GF0301;Luxembourg;Public order and safety;Police services;5
GF0302;Luxembourg;Public order and safety;Fire-protection services;3
GF0303;Luxembourg;Public order and safety;Law courts;2
GF0304;Luxembourg;Public order and safety;Prisons;2
GF0305;Luxembourg;Public order and safety;R&D Public order and safety;0
GF0306;Luxembourg;Public order and safety;Public order and safety n.e.c.;0
GF0401;Luxembourg;Economic affairs;General economic, commercial and labour affairs;10
GF0402;Luxembourg;Economic affairs;Agriculture, forestry, fishing and hunting;3
GF0403;Luxembourg;Economic affairs;Fuel and energy;1
GF0404;Luxembourg;Economic affairs;Mining, manufacturing and construction;1
GF0405;Luxembourg;Economic affairs;Transport;34
GF0406;Luxembourg;Economic affairs;Communication;1
GF0407;Luxembourg;Economic affairs;Other industries;3
GF0408;Luxembourg;Economic affairs;R&D Economic affairs;5
GF0409;Luxembourg;Economic affairs;Economic affairs n.e.c.;0
GF0501;Luxembourg;Environmental protection;Waste management;2
GF0502;Luxembourg;Environmental protection;Waste water management;5
GF0503;Luxembourg;Environmental protection;Pollution abatement;2
GF0504;Luxembourg;Environmental protection;Protection of biodiversity and landscape;1
GF0505;Luxembourg;Environmental protection;R&D Environmental protection;0
GF0506;Luxembourg;Environmental protection;Environmental protection n.e.c.;1
GF0601;Luxembourg;Housing and community amenities;Housing development;3
GF0602;Luxembourg;Housing and community amenities;Community development;1
GF0603;Luxembourg;Housing and community amenities;Water supply;1
GF0604;Luxembourg;Housing and community amenities;Street lighting;0
GF0605;Luxembourg;Housing and community amenities;R&D Housing and community amenities;0
GF0606;Luxembourg;Housing and community amenities;Housing and community amenities n.e.c.;0
GF0701;Luxembourg;Health;Medical products, appliances and equipment;19
GF0702;Luxembourg;Health;Outpatient services;11
GF0703;Luxembourg;Health;Hospital services;23
GF0704;Luxembourg;Health;Public health services;2
GF0705;Luxembourg;Health;R&D Health;3
GF0706;Luxembourg;Health;Health n.e.c.;1
GF0801;Luxembourg;Recreation, culture and religion;Recreational and sporting services;5
GF0802;Luxembourg;Recreation, culture and religion;Cultural services;5
GF0803;Luxembourg;Recreation, culture and religion;Broadcasting and publishing services;1
GF0804;Luxembourg;Recreation, culture and religion;Religious and other community services;1
GF0805;Luxembourg;Recreation, culture and religion;R&D Recreation, culture and religion;0
GF0806;Luxembourg;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0
GF0901;Luxembourg;Education;Pre-primary and primary education;18
GF0902;Luxembourg;Education;Secondary education;18
GF0903;Luxembourg;Education;Post-secondary non-tertiary education;1
GF0904;Luxembourg;Education;Tertiary education;5
GF0905;Luxembourg;Education;Education not definable by level;4
GF0906;Luxembourg;Education;Subsidiary services to education;4
GF0907;Luxembourg;Education;R&D Education;0
GF0908;Luxembourg;Education;Education n.e.c.;0
GF1001;Luxembourg;Social protection;Sickness and disability;37
GF1002;Luxembourg;Social protection;Old age;100
GF1003;Luxembourg;Social protection;Survivors;0
GF1004;Luxembourg;Social protection;Family and children;37
GF1005;Luxembourg;Social protection;Unemployment;21
GF1006;Luxembourg;Social protection;Housing;1
GF1007;Luxembourg;Social protection;Social exclusion n.e.c.;9
GF1008;Luxembourg;Social protection;R&D Social protection;0
GF1009;Luxembourg;Social protection;Social protection n.e.c.;2
GF0101;Malta;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;27
GF0102;Malta;General public services;Foreign economic aid;0
GF0103;Malta;General public services;General services;11
GF0104;Malta;General public services;Basic research;0
GF0105;Malta;General public services;R&D General public services;0
GF0106;Malta;General public services;General public services n.e.c.;4
GF0107;Malta;General public services;Public debt transactions;14
GF0108;Malta;General public services;Transfers of a general character between different levels of government;0
GF0201;Malta;Defence;Military defence;5
GF0202;Malta;Defence;Civil defence;0
GF0203;Malta;Defence;Foreign military aid;0
GF0204;Malta;Defence;R&D Defence;0
GF0205;Malta;Defence;Defence n.e.c.;0
GF0301;Malta;Public order and safety;Police services;8
GF0302;Malta;Public order and safety;Fire-protection services;1
GF0303;Malta;Public order and safety;Law courts;3
GF0304;Malta;Public order and safety;Prisons;2
GF0305;Malta;Public order and safety;R&D Public order and safety;0
GF0306;Malta;Public order and safety;Public order and safety n.e.c.;0
GF0401;Malta;Economic affairs;General economic, commercial and labour affairs;48
GF0402;Malta;Economic affairs;Agriculture, forestry, fishing and hunting;4
GF0403;Malta;Economic affairs;Fuel and energy;6
GF0404;Malta;Economic affairs;Mining, manufacturing and construction;3
GF0405;Malta;Economic affairs;Transport;28
GF0406;Malta;Economic affairs;Communication;0
GF0407;Malta;Economic affairs;Other industries;10
GF0408;Malta;Economic affairs;R&D Economic affairs;0
GF0409;Malta;Economic affairs;Economic affairs n.e.c.;0
GF0501;Malta;Environmental protection;Waste management;8
GF0502;Malta;Environmental protection;Waste water management;3
GF0503;Malta;Environmental protection;Pollution abatement;1
GF0504;Malta;Environmental protection;Protection of biodiversity and landscape;3
GF0505;Malta;Environmental protection;R&D Environmental protection;0
GF0506;Malta;Environmental protection;Environmental protection n.e.c.;0
