geo;code;thema;subthema;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Lithuania;GF0103;General public services;General services;1;1;1;5;5;5;5;4;5;4;4;4;4;4;5;5;4;5;5;5
Lithuania;GF0104;General public services;Basic research;3;3;3;3;3;3;6;4;5;5;5;4;4;3;4;4;4;3;4;4
Lithuania;GF0105;General public services;R&D General public services;#VALEUR!;0;0;0;0;0;0;0;0;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!
Lithuania;GF0106;General public services;General public services n.e.c.;5;6;7;1;0;0;0;2;1;0;0;-1;-2;-1;0;1;1;0;1;0
Lithuania;GF0107;General public services;Public debt transactions;17;14;13;10;9;8;8;7;13;19;19;21;19;18;18;16;13;11;10;8
Lithuania;GF0108;General public services;Transfers of a general character between different levels of government;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lithuania;GF0201;Defence;Military defence;10;11;10;12;12;11;11;10;10;8;7;7;7;7;10;12;13;14;13;19
Lithuania;GF0202;Defence;Civil defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lithuania;GF0203;Defence;Foreign military aid;0;0;0;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;0;0;#VALEUR!;#VALEUR!;#VALEUR!;0;0;0;0
Lithuania;GF0204;Defence;R&D Defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lithuania;GF0205;Defence;Defence n.e.c.;2;3;3;1;1;5;7;3;3;3;2;2;2;2;2;3;3;3;3;3
Lithuania;GF0301;Public order and safety;Police services;10;9;8;8;7;7;7;7;8;7;6;5;5;5;6;5;5;5;5;5
Lithuania;GF0302;Public order and safety;Fire-protection services;2;3;3;2;2;3;2;3;3;3;3;2;2;2;2;2;2;2;2;3
Lithuania;GF0303;Public order and safety;Law courts;4;4;4;4;4;4;4;4;3;3;3;3;2;3;3;3;3;3;3;3
Lithuania;GF0304;Public order and safety;Prisons;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2
Lithuania;GF0305;Public order and safety;R&D Public order and safety;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lithuania;GF0306;Public order and safety;Public order and safety n.e.c.;1;1;1;2;1;1;2;2;2;4;5;6;5;5;4;2;3;3;3;3
Lithuania;GF0401;Economic affairs;General economic, commercial and labour affairs;2;4;1;2;2;2;3;3;2;4;41;3;11;5;5;4;4;5;3;26
Lithuania;GF0402;Economic affairs;Agriculture, forestry, fishing and hunting;13;10;10;12;11;12;13;12;14;12;10;10;9;9;10;7;6;5;5;6
Lithuania;GF0403;Economic affairs;Fuel and energy;1;0;0;1;1;2;2;2;2;4;7;3;5;4;3;2;3;2;2;2
Lithuania;GF0404;Economic affairs;Mining, manufacturing and construction;1;2;2;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Lithuania;GF0405;Economic affairs;Transport;24;24;23;23;20;21;18;24;20;20;15;13;14;12;15;18;16;15;16;18
Lithuania;GF0406;Economic affairs;Communication;0;0;0;0;0;1;1;1;0;2;1;1;1;2;2;0;0;0;1;1
Lithuania;GF0407;Economic affairs;Other industries;1;2;2;0;0;1;1;3;0;2;2;1;1;1;1;0;1;1;1;1
Lithuania;GF0408;Economic affairs;R&D Economic affairs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lithuania;GF0409;Economic affairs;Economic affairs n.e.c.;1;1;1;2;3;3;4;2;1;2;1;2;2;2;3;0;0;0;1;1
Lithuania;GF0501;Environmental protection;Waste management;0;0;0;1;2;2;3;3;4;4;3;2;2;3;4;4;2;2;2;2
Lithuania;GF0502;Environmental protection;Waste water management;0;0;0;1;2;3;4;3;6;7;4;4;1;0;0;0;0;0;0;0
Lithuania;GF0503;Environmental protection;Pollution abatement;0;0;0;1;0;0;0;0;0;0;-1;0;1;1;0;0;1;1;1;1
Lithuania;GF0504;Environmental protection;Protection of biodiversity and landscape;0;0;0;0;0;1;0;1;1;0;0;1;1;1;0;0;0;1;0;0
Lithuania;GF0505;Environmental protection;R&D Environmental protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lithuania;GF0506;Environmental protection;Environmental protection n.e.c.;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1
Lithuania;GF0601;Housing and community amenities;Housing development;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1
Lithuania;GF0602;Housing and community amenities;Community development;1;1;1;2;2;2;2;1;2;2;2;1;1;1;1;2;2;3;3;4
Lithuania;GF0603;Housing and community amenities;Water supply;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lithuania;GF0604;Housing and community amenities;Street lighting;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
Lithuania;GF0605;Housing and community amenities;R&D Housing and community amenities;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!
Lithuania;GF0606;Housing and community amenities;Housing and community amenities n.e.c.;1;1;1;0;0;0;0;1;1;0;0;0;0;1;1;1;1;1;1;1
Lithuania;GF0701;Health;Medical products, appliances and equipment;9;9;9;8;8;8;8;8;10;9;8;7;8;7;8;8;7;7;9;9
Lithuania;GF0702;Health;Outpatient services;14;13;12;12;15;13;13;15;17;17;16;15;14;14;15;15;15;15;16;18
Lithuania;GF0703;Health;Hospital services;22;19;19;19;23;21;21;23;25;25;23;22;21;20;22;22;21;22;23;26
Lithuania;GF0704;Health;Public health services;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2
Lithuania;GF0705;Health;R&D Health;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lithuania;GF0706;Health;Health n.e.c.;10;9;10;2;2;2;3;3;2;2;4;2;2;2;2;2;2;3;3;5
Lithuania;GF0801;Recreation, culture and religion;Recreational and sporting services;1;2;1;2;1;2;2;2;2;2;3;1;1;2;1;2;2;2;3;3
Lithuania;GF0802;Recreation, culture and religion;Cultural services;4;6;6;5;6;7;7;7;8;6;6;6;6;6;6;7;7;7;7;9
Lithuania;GF0803;Recreation, culture and religion;Broadcasting and publishing services;3;2;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Lithuania;GF0804;Recreation, culture and religion;Religious and other community services;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lithuania;GF0805;Recreation, culture and religion;R&D Recreation, culture and religion;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;0;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!;#VALEUR!
Lithuania;GF0806;Recreation, culture and religion;Recreation, culture and religion n.e.c.;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Lithuania;GF0901;Education;Pre-primary and primary education;11;10;9;12;10;11;10;10;13;9;9;8;8;8;8;9;9;9;10;10
Lithuania;GF0902;Education;Secondary education;32;31;29;25;24;23;22;25;31;27;25;22;19;18;18;18;17;17;18;20
Lithuania;GF0903;Education;Post-secondary non-tertiary education;3;3;3;3;3;1;0;0;1;1;1;1;3;2;3;3;3;2;2;2
Lithuania;GF0904;Education;Tertiary education;8;10;10;11;10;12;9;9;10;9;7;12;12;12;12;8;7;8;7;8
Lithuania;GF0905;Education;Education not definable by level;3;3;3;11;11;3;3;3;4;4;4;3;3;3;4;4;4;4;4;4
Lithuania;GF0906;Education;Subsidiary services to education;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
Lithuania;GF0907;Education;R&D Education;0;0;0;0;0;0;0;4;5;3;2;2;2;2;2;2;2;2;2;2
Lithuania;GF0908;Education;Education n.e.c.;2;2;2;2;3;3;5;5;3;4;7;5;5;4;3;3;3;3;3;5
Lithuania;GF1001;Social protection;Sickness and disability;20;19;19;20;21;32;34;39;54;50;45;42;39;39;40;40;40;40;39;47
Lithuania;GF1002;Social protection;Old age;71;63;62;55;54;50;57;58;74;65;59;60;59;63;59;59;59;61;62;67
Lithuania;GF1003;Social protection;Survivors;6;6;5;5;5;4;5;5;6;5;4;4;4;3;3;3;3;3;3;3
Lithuania;GF1004;Social protection;Family and children;5;5;5;9;10;10;11;17;26;20;15;12;10;10;10;10;11;15;17;21
Lithuania;GF1005;Social protection;Unemployment;7;4;4;4;5;4;4;6;11;9;6;5;5;4;6;5;5;6;7;17
Lithuania;GF1006;Social protection;Housing;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Lithuania;GF1007;Social protection;Social exclusion n.e.c.;1;0;0;6;2;2;2;3;4;7;8;8;6;4;3;2;3;3;4;4
Lithuania;GF1008;Social protection;R&D Social protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lithuania;GF1009;Social protection;Social protection n.e.c.;4;6;4;3;2;2;2;1;2;1;2;1;1;1;2;1;1;2;2;2
Luxembourg;GF0101;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;27;27;28;33;28;24;22;22;21;21;23;24;16;14;17;16;16;17;21;21
Luxembourg;GF0102;General public services;Foreign economic aid;6;6;6;6;6;6;7;7;7;6;6;6;6;5;5;5;6;6;6;5
Luxembourg;GF0103;General public services;General services;13;14;13;12;16;12;12;12;14;14;13;13;17;17;15;17;17;19;16;17
Luxembourg;GF0104;General public services;Basic research;0;0;0;0;0;1;1;1;2;3;2;3;3;3;4;4;5;4;5;5
Luxembourg;GF0105;General public services;R&D General public services;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;GF0106;General public services;General public services n.e.c.;2;2;2;2;3;3;2;2;2;2;2;2;0;0;0;0;0;0;0;0
Luxembourg;GF0107;General public services;Public debt transactions;4;4;3;2;3;3;3;5;6;6;7;7;7;6;6;5;6;5;5;3
Luxembourg;GF0108;General public services;Transfers of a general character between different levels of government;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;GF0201;Defence;Military defence;2;2;2;2;2;2;2;2;2;4;3;3;3;2;2;3;3;3;3;6
Luxembourg;GF0202;Defence;Civil defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;GF0203;Defence;Foreign military aid;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1
Luxembourg;GF0204;Defence;R&D Defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;GF0205;Defence;Defence n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;GF0301;Public order and safety;Police services;5;6;6;6;6;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5
Luxembourg;GF0302;Public order and safety;Fire-protection services;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;3
Luxembourg;GF0303;Public order and safety;Law courts;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Luxembourg;GF0304;Public order and safety;Prisons;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2
Luxembourg;GF0305;Public order and safety;R&D Public order and safety;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;GF0306;Public order and safety;Public order and safety n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0
Luxembourg;GF0401;Economic affairs;General economic, commercial and labour affairs;-15;5;3;4;4;4;5;5;5;5;5;6;6;6;6;6;6;7;8;10
Luxembourg;GF0402;Economic affairs;Agriculture, forestry, fishing and hunting;5;5;5;5;4;4;4;3;5;4;4;4;3;3;3;3;3;3;3;3
Luxembourg;GF0403;Economic affairs;Fuel and energy;2;2;2;3;3;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1
Luxembourg;GF0404;Economic affairs;Mining, manufacturing and construction;1;2;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1
Luxembourg;GF0405;Economic affairs;Transport;46;45;47;49;46;39;36;33;37;36;34;33;31;32;34;35;36;33;32;34
Luxembourg;GF0406;Economic affairs;Communication;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0;1;1
Luxembourg;GF0407;Economic affairs;Other industries;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;3
Luxembourg;GF0408;Economic affairs;R&D Economic affairs;2;2;2;3;3;3;3;4;4;4;5;5;5;5;5;4;4;4;5;5
Luxembourg;GF0409;Economic affairs;Economic affairs n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;GF0501;Environmental protection;Waste management;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
Luxembourg;GF0502;Environmental protection;Waste water management;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;4;4;5;4;5
Luxembourg;GF0503;Environmental protection;Pollution abatement;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;2
Luxembourg;GF0504;Environmental protection;Protection of biodiversity and landscape;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Luxembourg;GF0505;Environmental protection;R&D Environmental protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;GF0506;Environmental protection;Environmental protection n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Luxembourg;GF0601;Housing and community amenities;Housing development;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;1;2;2;2;3
Luxembourg;GF0602;Housing and community amenities;Community development;2;5;3;3;2;2;2;2;3;3;3;3;1;2;2;2;2;2;2;1
Luxembourg;GF0603;Housing and community amenities;Water supply;2;2;2;2;2;1;1;2;2;1;2;2;1;1;1;1;1;1;1;1
Luxembourg;GF0604;Housing and community amenities;Street lighting;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;GF0605;Housing and community amenities;R&D Housing and community amenities;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;GF0606;Housing and community amenities;Housing and community amenities n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
Luxembourg;GF0701;Health;Medical products, appliances and equipment;16;17;17;17;18;16;16;15;18;17;16;17;19;19;17;16;16;17;17;19
Luxembourg;GF0702;Health;Outpatient services;8;9;9;9;10;9;9;9;10;9;9;10;10;10;10;10;10;10;11;11
Luxembourg;GF0703;Health;Hospital services;23;23;25;27;25;23;21;22;22;21;20;20;20;19;19;19;20;20;21;23
Luxembourg;GF0704;Health;Public health services;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;2
Luxembourg;GF0705;Health;R&D Health;0;0;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;3
Luxembourg;GF0706;Health;Health n.e.c.;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Luxembourg;GF0801;Recreation, culture and religion;Recreational and sporting services;4;4;4;4;4;3;3;4;4;4;4;4;5;5;4;5;5;5;5;5
Luxembourg;GF0802;Recreation, culture and religion;Cultural services;4;5;6;6;7;5;5;5;5;5;5;4;5;4;4;5;5;5;5;5
Luxembourg;GF0803;Recreation, culture and religion;Broadcasting and publishing services;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1
Luxembourg;GF0804;Recreation, culture and religion;Religious and other community services;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Luxembourg;GF0805;Recreation, culture and religion;R&D Recreation, culture and religion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;GF0806;Recreation, culture and religion;Recreation, culture and religion n.e.c.;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0
Luxembourg;GF0901;Education;Pre-primary and primary education;17;18;19;19;19;17;16;16;18;19;18;17;16;16;16;15;16;16;17;18
Luxembourg;GF0902;Education;Secondary education;19;19;20;18;18;17;16;17;18;18;17;17;16;16;16;16;15;16;17;18
Luxembourg;GF0903;Education;Post-secondary non-tertiary education;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Luxembourg;GF0904;Education;Tertiary education;1;1;1;1;1;2;2;2;3;3;4;4;6;5;5;5;5;4;4;5
Luxembourg;GF0905;Education;Education not definable by level;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4
Luxembourg;GF0906;Education;Subsidiary services to education;2;3;3;5;5;4;4;4;5;6;6;6;4;4;4;4;4;4;4;4
Luxembourg;GF0907;Education;R&D Education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;GF0908;Education;Education n.e.c.;1;1;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0
Luxembourg;GF1001;Social protection;Sickness and disability;18;19;19;19;19;17;16;16;20;19;19;20;30;30;29;28;29;30;31;37
Luxembourg;GF1002;Social protection;Old age;95;100;105;103;103;96;92;91;101;99;101;103;91;92;93;91;94;94;96;100
Luxembourg;GF1003;Social protection;Survivors;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;GF1004;Social protection;Family and children;30;33;34;33;33;32;29;35;37;35;32;31;34;33;33;33;35;36;36;37
Luxembourg;GF1005;Social protection;Unemployment;6;6;8;8;9;8;7;7;11;10;10;11;12;11;11;10;10;10;10;21
Luxembourg;GF1006;Social protection;Housing;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1
Luxembourg;GF1007;Social protection;Social exclusion n.e.c.;5;5;7;7;7;6;6;6;7;7;7;7;7;7;7;7;7;7;7;9
Luxembourg;GF1008;Social protection;R&D Social protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Luxembourg;GF1009;Social protection;Social protection n.e.c.;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;2;2
Hungary;GF0101;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;49;48;38;45;43;45;44;45;44;40;38;39;43;43;40;37;34;40;39;40
Hungary;GF0102;General public services;Foreign economic aid;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hungary;GF0103;General public services;General services;1;1;1;1;1;0;0;0;0;6;5;7;9;9;9;8;12;12;13;13
Hungary;GF0104;General public services;Basic research;5;6;6;5;5;5;5;5;6;4;4;3;4;3;4;3;3;3;4;4
Hungary;GF0105;General public services;R&D General public services;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hungary;GF0106;General public services;General public services n.e.c.;1;2;3;2;3;3;4;3;5;1;0;0;1;1;1;1;1;1;2;1
Hungary;GF0107;General public services;Public debt transactions;48;41;42;44;42;39;41;41;46;42;42;46;46;41;35;32;28;24;23;24
Hungary;GF0108;General public services;Transfers of a general character between different levels of government;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hungary;GF0201;Defence;Military defence;12;14;13;13;13;13;12;10;9;11;10;7;6;5;6;7;10;9;10;11
Hungary;GF0202;Defence;Civil defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hungary;GF0203;Defence;Foreign military aid;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
Hungary;GF0204;Defence;R&D Defence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hungary;GF0205;Defence;Defence n.e.c.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hungary;GF0301;Public order and safety;Police services;12;14;13;11;11;13;12;12;11;11;11;11;11;11;12;13;14;14;13;12
Hungary;GF0302;Public order and safety;Fire-protection services;3;3;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2
Hungary;GF0303;Public order and safety;Law courts;3;4;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
Hungary;GF0304;Public order and safety;Prisons;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;3;3;2;2;3
Hungary;GF0305;Public order and safety;R&D Public order and safety;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hungary;GF0306;Public order and safety;Public order and safety n.e.c.;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hungary;GF0401;Economic affairs;General economic, commercial and labour affairs;9;11;10;10;8;7;6;8;9;16;19;25;27;25;34;25;20;18;16;24
Hungary;GF0402;Economic affairs;Agriculture, forestry, fishing and hunting;17;26;16;14;13;12;12;7;8;5;5;5;4;6;5;5;5;4;5;6
Hungary;GF0403;Economic affairs;Fuel and energy;0;0;0;0;0;0;0;0;0;0;1;1;2;2;4;2;3;2;3;4
Hungary;GF0404;Economic affairs;Mining, manufacturing and construction;2;0;2;1;1;1;1;1;1;1;1;2;0;0;0;0;1;1;2;4
Hungary;GF0405;Economic affairs;Transport;22;26;17;19;24;33;39;33;32;32;35;33;37;45;46;34;38;46;50;46
Hungary;GF0406;Economic affairs;Communication;1;1;2;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0
Hungary;GF0407;Economic affairs;Other industries;3;5;5;3;1;3;3;4;4;3;1;2;2;4;3;4;4;4;5;8
Hungary;GF0408;Economic affairs;R&D Economic affairs;0;1;1;1;1;1;1;1;1;2;3;3;3;2;3;2;2;2;2;3
Hungary;GF0409;Economic affairs;Economic affairs n.e.c.;4;7;4;4;4;4;2;2;2;0;7;0;0;0;0;0;1;1;1;0
Hungary;GF0501;Environmental protection;Waste management;1;2;2;2;2;2;2;2;2;2;2;2;3;2;4;1;3;4;2;4
Hungary;GF0502;Environmental protection;Waste water management;4;4;3;3;3;4;3;3;2;3;3;3;4;5;5;1;2;1;2;2
Hungary;GF0503;Environmental protection;Pollution abatement;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;2;0;0;0;0
Hungary;GF0504;Environmental protection;Protection of biodiversity and landscape;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1
Hungary;GF0505;Environmental protection;R&D Environmental protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hungary;GF0506;Environmental protection;Environmental protection n.e.c.;1;2;1;1;1;0;0;1;1;0;1;1;1;1;1;0;0;0;0;0
Hungary;GF0601;Housing and community amenities;Housing development;2;0;1;2;2;2;2;1;2;1;3;3;2;2;2;2;2;2;2;2
Hungary;GF0602;Housing and community amenities;Community development;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
Hungary;GF0603;Housing and community amenities;Water supply;0;0;0;0;0;0;0;0;0;0;1;1;1;2;4;1;1;1;0;1
Hungary;GF0604;Housing and community amenities;Street lighting;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Hungary;GF0605;Housing and community amenities;R&D Housing and community amenities;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hungary;GF0606;Housing and community amenities;Housing and community amenities n.e.c.;6;7;5;5;6;7;6;6;8;4;3;4;4;4;3;3;3;3;4;4
Hungary;GF0701;Health;Medical products, appliances and equipment;13;14;15;15;16;17;14;13;14;14;15;12;11;10;10;10;9;8;8;8
Hungary;GF0702;Health;Outpatient services;15;17;17;17;15;14;13;14;15;14;14;15;16;14;13;13;13;13;13;14
Hungary;GF0703;Health;Hospital services;16;18;20;18;19;20;17;17;17;18;18;20;19;20;23;20;21;21;20;35
Hungary;GF0704;Health;Public health services;3;2;3;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;3
Hungary;GF0705;Health;R&D Health;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hungary;GF0706;Health;Health n.e.c.;3;4;3;3;4;3;3;2;3;2;2;2;2;3;3;2;2;2;3;3
Hungary;GF0801;Recreation, culture and religion;Recreational and sporting services;4;5;3;4;4;4;3;4;4;4;3;4;4;5;5;11;12;10;11;13
Hungary;GF0802;Recreation, culture and religion;Cultural services;6;7;7;7;6;6;6;6;6;8;8;7;8;8;8;10;11;13;11;13
Hungary;GF0803;Recreation, culture and religion;Broadcasting and publishing services;3;2;5;4;4;3;3;3;3;3;3;6;4;4;4;4;4;3;3;4
Hungary;GF0804;Recreation, culture and religion;Religious and other community services;1;1;1;2;2;3;2;1;1;3;3;3;3;3;3;6;6;4;3;7
Hungary;GF0805;Recreation, culture and religion;R&D Recreation, culture and religion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hungary;GF0806;Recreation, culture and religion;Recreation, culture and religion n.e.c.;1;2;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;3
Hungary;GF0901;Education;Pre-primary and primary education;25;28;31;29;24;23;20;20;20;18;15;13;9;11;13;13;13;13;12;12
Hungary;GF0902;Education;Secondary education;6;5;7;6;13;12;12;12;12;18;17;15;15;20;21;21;20;19;18;18
Hungary;GF0903;Education;Post-secondary non-tertiary education;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hungary;GF0904;Education;Tertiary education;10;11;11;10;10;10;10;9;10;9;9;9;9;9;9;8;9;9;9;10
Hungary;GF0905;Education;Education not definable by level;5;5;5;4;5;4;3;3;3;1;1;1;4;1;1;1;1;1;1;1
Hungary;GF0906;Education;Subsidiary services to education;7;6;9;8;7;8;7;7;7;7;7;6;6;5;5;5;6;5;5;5
Hungary;GF0907;Education;R&D Education;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0
Hungary;GF0908;Education;Education n.e.c.;1;2;2;1;2;1;1;1;2;1;1;1;4;3;2;1;1;3;2;2
Hungary;GF1001;Social protection;Sickness and disability;33;34;36;35;35;35;35;35;37;38;36;35;33;31;29;27;25;23;22;23
Hungary;GF1002;Social protection;Old age;55;60;59;60;63;65;69;73;72;72;74;78;79;74;71;71;68;66;64;65
Hungary;GF1003;Social protection;Survivors;11;11;11;12;12;12;12;12;13;13;13;13;12;12;11;10;10;9;8;8
Hungary;GF1004;Social protection;Family and children;19;19;21;19;19;22;22;23;24;26;24;22;21;20;19;20;20;21;21;24
Hungary;GF1005;Social protection;Unemployment;5;5;5;5;5;5;6;6;7;8;7;5;4;5;4;3;3;2;3;4
Hungary;GF1006;Social protection;Housing;3;6;7;9;10;10;9;7;7;6;5;5;5;4;3;2;1;1;1;1
Hungary;GF1007;Social protection;Social exclusion n.e.c.;13;14;13;14;17;19;15;13;14;8;7;7;7;6;8;8;8;7;8;9
Hungary;GF1008;Social protection;R&D Social protection;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hungary;GF1009;Social protection;Social protection n.e.c.;4;4;4;3;4;3;4;4;6;2;1;1;2;2;2;2;2;2;2;2
Malta;GF0101;General public services;Executive and legislative organs, financial and fiscal affairs, external affairs;20;20;16;24;26;24;25;26;27;23;26;25;26;26;26;28;23;25;24;27
