unit;sector;na_item;geo;TIME_PERIOD;OBS_VALUE
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Cyprus;2016;0.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Cyprus;2017;1.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Cyprus;2018;-3.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Cyprus;2019;1.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Cyprus;2020;-5.8
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Czechia;2001;-5.8
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Czechia;2002;-6.4
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Czechia;2003;-6.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Czechia;2004;-2.4
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Czechia;2005;-3.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Czechia;2006;-2.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Czechia;2007;-0.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Czechia;2008;-2.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Czechia;2009;-5.4
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Czechia;2010;-4.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Czechia;2011;-2.7
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Czechia;2012;-3.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Czechia;2013;-1.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Czechia;2014;-2.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Czechia;2015;-0.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Czechia;2016;0.7
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Czechia;2017;1.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Czechia;2018;0.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Czechia;2019;0.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Czechia;2020;-5.8
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Germany (until 1990 former territory of the FRG);2001;-3.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Germany (until 1990 former territory of the FRG);2002;-3.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Germany (until 1990 former territory of the FRG);2003;-3.7
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Germany (until 1990 former territory of the FRG);2004;-3.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Germany (until 1990 former territory of the FRG);2005;-3.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Germany (until 1990 former territory of the FRG);2006;-1.7
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Germany (until 1990 former territory of the FRG);2007;0.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Germany (until 1990 former territory of the FRG);2008;-0.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Germany (until 1990 former territory of the FRG);2009;-3.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Germany (until 1990 former territory of the FRG);2010;-4.4
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Germany (until 1990 former territory of the FRG);2011;-0.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Germany (until 1990 former territory of the FRG);2012;0.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Germany (until 1990 former territory of the FRG);2013;0.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Germany (until 1990 former territory of the FRG);2014;0.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Germany (until 1990 former territory of the FRG);2015;1.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Germany (until 1990 former territory of the FRG);2016;1.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Germany (until 1990 former territory of the FRG);2017;1.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Germany (until 1990 former territory of the FRG);2018;1.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Germany (until 1990 former territory of the FRG);2019;1.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Germany (until 1990 former territory of the FRG);2020;-4.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Denmark;2001;1.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Denmark;2002;0.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Denmark;2003;-0.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Denmark;2004;2.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Denmark;2005;5.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Denmark;2006;5.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Denmark;2007;5.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Denmark;2008;3.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Denmark;2009;-2.8
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Denmark;2010;-2.7
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Denmark;2011;-2.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Denmark;2012;-3.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Denmark;2013;-1.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Denmark;2014;1.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Denmark;2015;-1.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Denmark;2016;0.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Denmark;2017;1.8
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Denmark;2018;0.8
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Denmark;2019;4.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Denmark;2020;0.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Euro area - 19 countries  (2015-2022);2001;-2.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Euro area - 19 countries  (2015-2022);2002;-2.7
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Euro area - 19 countries  (2015-2022);2003;-3.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Euro area - 19 countries  (2015-2022);2004;-2.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Euro area - 19 countries  (2015-2022);2005;-2.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Euro area - 19 countries  (2015-2022);2006;-1.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Euro area - 19 countries  (2015-2022);2007;-0.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Euro area - 19 countries  (2015-2022);2008;-2.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Euro area - 19 countries  (2015-2022);2009;-6.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Euro area - 19 countries  (2015-2022);2010;-6.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Euro area - 19 countries  (2015-2022);2011;-4.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Euro area - 19 countries  (2015-2022);2012;-3.8
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Euro area - 19 countries  (2015-2022);2013;-3.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Euro area - 19 countries  (2015-2022);2014;-2.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Euro area - 19 countries  (2015-2022);2015;-2.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Euro area - 19 countries  (2015-2022);2016;-1.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Euro area - 19 countries  (2015-2022);2017;-0.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Euro area - 19 countries  (2015-2022);2018;-0.4
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Euro area - 19 countries  (2015-2022);2019;-0.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Euro area - 19 countries  (2015-2022);2020;-7.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Estonia;2001;0.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Estonia;2002;0.4
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Estonia;2003;1.8
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Estonia;2004;2.4
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Estonia;2005;1.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Estonia;2006;2.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Estonia;2007;2.7
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Estonia;2008;-2.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Estonia;2009;-2.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Estonia;2010;0.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Estonia;2011;1.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Estonia;2012;-0.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Estonia;2013;0.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Estonia;2014;0.7
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Estonia;2015;0.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Estonia;2016;-0.4
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Estonia;2017;-0.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Estonia;2018;-0.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Estonia;2019;0.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Estonia;2020;-5.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Greece;2001;-5.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Greece;2002;-6.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Greece;2003;-7.8
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Greece;2004;-8.8
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Greece;2005;-6.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Greece;2006;-5.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Greece;2007;-6.7
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Greece;2008;-10.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Greece;2009;-15.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Greece;2010;-11.4
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Greece;2011;-10.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Greece;2012;-9.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Greece;2013;-13.4
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Greece;2014;-3.7
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Greece;2015;-5.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Greece;2016;0.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Greece;2017;0.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Greece;2018;0.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Greece;2019;1.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Greece;2020;-9.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Spain;2001;-0.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Spain;2002;-0.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Spain;2003;-0.4
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Spain;2004;-0.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Spain;2005;1.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Spain;2006;2.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Spain;2007;1.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Spain;2008;-4.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Spain;2009;-11.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Spain;2010;-9.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Spain;2011;-9.7
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Spain;2012;-11.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Spain;2013;-7.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Spain;2014;-6.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Spain;2015;-5.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Spain;2016;-4.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Spain;2017;-3.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Spain;2018;-2.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Spain;2019;-3.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Spain;2020;-10.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2001;-1.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2002;-2.7
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2003;-3.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2004;-2.7
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2005;-2.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2006;-1.4
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2007;-0.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2008;-2.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2009;-6.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2010;-6.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2011;-4.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2012;-3.7
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2013;-3.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2014;-2.4
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2015;-1.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2016;-1.4
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2017;-0.8
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2018;-0.4
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2019;-0.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2020;-6.7
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Finland;2001;5.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Finland;2002;4.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Finland;2003;2.4
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Finland;2004;2.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Finland;2005;2.7
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Finland;2006;4.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Finland;2007;5.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Finland;2008;4.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Finland;2009;-2.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Finland;2010;-2.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Finland;2011;-1.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Finland;2012;-2.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Finland;2013;-2.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Finland;2014;-3.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Finland;2015;-2.4
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Finland;2016;-1.7
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Finland;2017;-0.7
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Finland;2018;-0.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Finland;2019;-0.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Finland;2020;-5.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);France;2001;-1.4
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);France;2002;-3.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);France;2003;-4.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);France;2004;-3.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);France;2005;-3.4
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);France;2006;-2.4
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);France;2007;-2.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);France;2008;-3.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);France;2009;-7.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);France;2010;-6.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);France;2011;-5.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);France;2012;-5.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);France;2013;-4.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);France;2014;-3.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);France;2015;-3.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);France;2016;-3.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);France;2017;-3.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);France;2018;-2.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);France;2019;-3.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);France;2020;-9.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Croatia;2001;-4.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Croatia;2002;-4.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Croatia;2003;-4.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Croatia;2004;-5.7
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Croatia;2005;-3.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Croatia;2006;-1.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Croatia;2007;-2.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Croatia;2008;-2.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Croatia;2009;-7.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Croatia;2010;-6.7
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Croatia;2011;-7.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Croatia;2012;-5.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Croatia;2013;-5.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Croatia;2014;-5.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Croatia;2015;-3.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Croatia;2016;-1.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Croatia;2017;0.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Croatia;2018;-0.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Croatia;2019;0.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Croatia;2020;-7.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Hungary;2001;-4.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Hungary;2002;-8.8
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Hungary;2003;-7.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Hungary;2004;-6.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Hungary;2005;-7.8
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Hungary;2006;-9.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Hungary;2007;-5.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Hungary;2008;-3.8
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Hungary;2009;-4.7
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Hungary;2010;-4.4
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Hungary;2011;-5.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Hungary;2012;-2.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Hungary;2013;-2.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Hungary;2014;-2.8
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Hungary;2015;-2.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Hungary;2016;-1.8
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Hungary;2017;-2.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Hungary;2018;-2.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Hungary;2019;-2.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Hungary;2020;-7.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Ireland;2001;1.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Ireland;2002;-0.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Ireland;2003;0.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Ireland;2004;1.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Ireland;2005;1.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Ireland;2006;2.8
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Ireland;2007;0.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Ireland;2008;-7.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Ireland;2009;-13.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Ireland;2010;-32.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Ireland;2011;-13.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Ireland;2012;-8.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Ireland;2013;-6.4
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Ireland;2014;-3.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Ireland;2015;-2.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Ireland;2016;-0.8
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Ireland;2017;-0.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Ireland;2018;0.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Ireland;2019;0.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Ireland;2020;-5.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Italy;2001;-3.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Italy;2002;-2.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Italy;2003;-3.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Italy;2004;-3.5
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Italy;2005;-4.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Italy;2006;-3.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Italy;2007;-1.3
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Italy;2008;-2.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Italy;2009;-5.1
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Italy;2010;-4.2
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Italy;2011;-3.6
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Italy;2012;-2.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Italy;2013;-2.9
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Italy;2014;-3.0
Percentage of gross domestic product (GDP);General government;Net lending (+) /net borrowing (-);Italy;2015;-2.6
