unit;na_item;geo;TIME_PERIOD;OBS_VALUE
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Euro area – 20 countries (from 2023);2011;-4.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Euro area – 20 countries (from 2023);2012;-3.8
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Euro area – 20 countries (from 2023);2013;-3.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Euro area – 20 countries (from 2023);2014;-2.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Euro area – 20 countries (from 2023);2015;-2.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Euro area – 20 countries (from 2023);2016;-1.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Euro area – 20 countries (from 2023);2017;-0.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Euro area – 20 countries (from 2023);2018;-0.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Euro area – 20 countries (from 2023);2019;-0.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Euro area – 20 countries (from 2023);2020;-7.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Euro area – 20 countries (from 2023);2021;-5.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Estonia;2001;0.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Estonia;2002;0.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Estonia;2003;1.8
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Estonia;2004;2.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Estonia;2005;1.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Estonia;2006;2.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Estonia;2007;2.7
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Estonia;2008;-2.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Estonia;2009;-2.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Estonia;2010;0.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Estonia;2011;1.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Estonia;2012;-0.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Estonia;2013;0.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Estonia;2014;0.7
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Estonia;2015;0.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Estonia;2016;-0.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Estonia;2017;-0.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Estonia;2018;-0.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Estonia;2019;0.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Estonia;2020;-5.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Estonia;2021;-2.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Greece;2001;-5.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Greece;2002;-6.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Greece;2003;-7.8
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Greece;2004;-8.8
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Greece;2005;-6.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Greece;2006;-5.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Greece;2007;-6.7
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Greece;2008;-10.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Greece;2009;-15.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Greece;2010;-11.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Greece;2011;-10.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Greece;2012;-9.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Greece;2013;-13.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Greece;2014;-3.7
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Greece;2015;-5.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Greece;2016;0.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Greece;2017;0.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Greece;2018;0.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Greece;2019;1.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Greece;2020;-9.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Greece;2021;-7.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Spain;2001;-0.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Spain;2002;-0.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Spain;2003;-0.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Spain;2004;-0.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Spain;2005;1.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Spain;2006;2.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Spain;2007;1.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Spain;2008;-4.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Spain;2009;-11.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Spain;2010;-9.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Spain;2011;-9.7
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Spain;2012;-11.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Spain;2013;-7.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Spain;2014;-6.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Spain;2015;-5.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Spain;2016;-4.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Spain;2017;-3.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Spain;2018;-2.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Spain;2019;-3.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Spain;2020;-10.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Spain;2021;-6.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2001;-1.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2002;-2.7
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2003;-3.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2004;-2.7
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2005;-2.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2006;-1.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2007;-0.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2008;-2.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2009;-6.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2010;-6.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2011;-4.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2012;-3.7
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2013;-3.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2014;-2.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2015;-1.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2016;-1.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2017;-0.8
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2018;-0.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2019;-0.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2020;-6.7
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);European Union - 27 countries (from 2020);2021;-4.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Finland;2001;5.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Finland;2002;4.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Finland;2003;2.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Finland;2004;2.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Finland;2005;2.7
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Finland;2006;4.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Finland;2007;5.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Finland;2008;4.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Finland;2009;-2.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Finland;2010;-2.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Finland;2011;-1.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Finland;2012;-2.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Finland;2013;-2.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Finland;2014;-3.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Finland;2015;-2.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Finland;2016;-1.7
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Finland;2017;-0.7
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Finland;2018;-0.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Finland;2019;-0.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Finland;2020;-5.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Finland;2021;-2.8
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);France;2001;-1.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);France;2002;-3.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);France;2003;-4.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);France;2004;-3.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);France;2005;-3.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);France;2006;-2.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);France;2007;-2.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);France;2008;-3.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);France;2009;-7.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);France;2010;-6.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);France;2011;-5.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);France;2012;-5.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);France;2013;-4.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);France;2014;-3.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);France;2015;-3.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);France;2016;-3.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);France;2017;-3.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);France;2018;-2.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);France;2019;-3.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);France;2020;-9.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);France;2021;-6.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Croatia;2001;-4.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Croatia;2002;-4.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Croatia;2003;-4.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Croatia;2004;-5.7
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Croatia;2005;-3.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Croatia;2006;-1.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Croatia;2007;-2.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Croatia;2008;-2.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Croatia;2009;-7.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Croatia;2010;-6.7
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Croatia;2011;-7.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Croatia;2012;-5.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Croatia;2013;-5.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Croatia;2014;-5.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Croatia;2015;-3.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Croatia;2016;-1.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Croatia;2017;0.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Croatia;2018;-0.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Croatia;2019;0.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Croatia;2020;-7.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Croatia;2021;-2.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Hungary;2001;-4.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Hungary;2002;-8.8
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Hungary;2003;-7.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Hungary;2004;-6.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Hungary;2005;-7.8
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Hungary;2006;-9.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Hungary;2007;-5.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Hungary;2008;-3.8
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Hungary;2009;-4.7
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Hungary;2010;-4.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Hungary;2011;-5.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Hungary;2012;-2.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Hungary;2013;-2.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Hungary;2014;-2.8
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Hungary;2015;-2.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Hungary;2016;-1.8
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Hungary;2017;-2.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Hungary;2018;-2.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Hungary;2019;-2.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Hungary;2020;-7.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Hungary;2021;-7.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Ireland;2001;1.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Ireland;2002;-0.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Ireland;2003;0.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Ireland;2004;1.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Ireland;2005;1.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Ireland;2006;2.8
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Ireland;2007;0.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Ireland;2008;-7.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Ireland;2009;-13.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Ireland;2010;-32.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Ireland;2011;-13.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Ireland;2012;-8.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Ireland;2013;-6.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Ireland;2014;-3.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Ireland;2015;-2.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Ireland;2016;-0.8
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Ireland;2017;-0.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Ireland;2018;0.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Ireland;2019;0.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Ireland;2020;-5.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Ireland;2021;-1.7
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Iceland;2001;-0.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Iceland;2002;-2.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Iceland;2003;-2.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Iceland;2004;0.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Iceland;2005;5.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Iceland;2006;6.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Iceland;2007;5.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Iceland;2008;-12.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Iceland;2009;-8.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Iceland;2010;-6.7
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Iceland;2011;-6.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Iceland;2012;-2.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Iceland;2013;-1.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Iceland;2014;0.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Iceland;2015;-0.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Iceland;2016;12.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Iceland;2017;1.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Iceland;2018;0.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Iceland;2019;-1.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Iceland;2020;-8.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Iceland;2021;-7.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Italy;2001;-3.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Italy;2002;-2.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Italy;2003;-3.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Italy;2004;-3.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Italy;2005;-4.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Italy;2006;-3.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Italy;2007;-1.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Italy;2008;-2.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Italy;2009;-5.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Italy;2010;-4.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Italy;2011;-3.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Italy;2012;-2.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Italy;2013;-2.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Italy;2014;-3.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Italy;2015;-2.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Italy;2016;-2.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Italy;2017;-2.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Italy;2018;-2.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Italy;2019;-1.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Italy;2020;-9.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Italy;2021;-7.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Lithuania;2001;-3.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Lithuania;2002;-1.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Lithuania;2003;-1.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Lithuania;2004;-1.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Lithuania;2005;-0.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Lithuania;2006;-0.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Lithuania;2007;-0.8
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Lithuania;2008;-3.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Lithuania;2009;-9.1
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Lithuania;2010;-6.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Lithuania;2011;-8.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Lithuania;2012;-3.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Lithuania;2013;-2.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Lithuania;2014;-0.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Lithuania;2015;-0.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Lithuania;2016;0.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Lithuania;2017;0.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Lithuania;2018;0.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Lithuania;2019;0.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Lithuania;2020;-7.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Lithuania;2021;-1.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Luxembourg;2001;5.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Luxembourg;2002;2.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Luxembourg;2003;0.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Luxembourg;2004;-1.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Luxembourg;2005;-0.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Luxembourg;2006;1.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Luxembourg;2007;4.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Luxembourg;2008;3.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Luxembourg;2009;-0.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Luxembourg;2010;-0.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Luxembourg;2011;0.7
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Luxembourg;2012;0.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Luxembourg;2013;0.8
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Luxembourg;2014;1.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Luxembourg;2015;1.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Luxembourg;2016;1.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Luxembourg;2017;1.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Luxembourg;2018;3.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Luxembourg;2019;2.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Luxembourg;2020;-3.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Luxembourg;2021;0.8
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Latvia;2001;-1.9
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Latvia;2002;-2.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Latvia;2003;-1.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Latvia;2004;-1.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Latvia;2005;-0.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Latvia;2006;-0.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Latvia;2007;-0.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Latvia;2008;-4.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Latvia;2009;-9.5
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Latvia;2010;-8.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Latvia;2011;-4.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Latvia;2012;-1.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Latvia;2013;-1.2
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Latvia;2014;-1.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Latvia;2015;-1.4
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Latvia;2016;0.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Latvia;2017;-0.8
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Latvia;2018;-0.8
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Latvia;2019;-0.6
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Latvia;2020;-4.3
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Latvia;2021;-7.0
Percentage of gross domestic product (GDP);Net lending (+) /net borrowing (-);Malta;2001;-6.1
